court	docket_date	case_count	case_numbers
4-1	2025-09-02	1	254100317865
4-1	2025-09-18	1	254100317853
4-1	2025-09-02	8	254100317853, 254100317889, 254100317903, 254100317870, 254100317911, 254100317858, 254100317893, 254100317874
4-1	2025-09-08	1	254100317911
4-1	2025-09-02	1	254100317900
4-1	2025-09-08	1	254100317900
4-1	2025-09-02	1	254100317920
4-1	2025-09-08	1	254100317920
4-1	2025-09-02	2	254100317897, 254100317924
4-1	2025-09-08	1	254100317924
4-1	2025-09-02	1	254100317927
4-1	2025-09-15	1	254100317927
4-1	2025-09-18	1	254100317950
4-1	2025-09-03	3	254100317942, 254100317961, 254100317950
4-1	2025-09-02	1	254100317966
4-1	2025-09-08	1	254100317966
4-1	2025-09-15	1	254100317966
4-1	2025-09-02	1	254100317969
4-1	2025-09-08	1	254100317969
4-1	2025-09-02	1	254100317957
4-1	2025-09-08	1	254100317957
4-1	2025-09-15	1	254100317957
4-1	2025-09-18	1	254100317965
4-1	2025-09-03	2	254100317965, 254100317976
4-1	2025-09-02	1	254100317988
4-1	2025-09-08	1	254100317988
4-1	2025-09-15	1	254100317988
4-1	2025-09-02	1	254100318003
4-1	2025-09-23	1	254100317972
4-1	2025-09-03	1	254100317972
4-1	2025-09-02	1	254100318020
4-1	2025-09-08	1	254100318020
4-1	2025-09-15	1	254100318020
4-1	2025-09-02	1	254100318011
4-1	2025-09-08	1	254100318011
4-1	2025-09-15	1	254100318011
4-1	2025-09-02	1	254100317994
4-1	2025-09-08	1	254100317994
4-1	2025-09-18	1	254100318023
4-1	2025-09-02	2	254100318023, 254100318035
4-1	2025-09-08	1	254100318035
4-1	2025-09-02	4	254100318061, 254100318041, 254100318043, 254100318077
4-1	2025-09-15	1	254100318077
4-1	2025-09-29	1	254100318077
4-1	2025-09-02	1	254100318078
4-1	2025-09-29	1	254100318078
4-1	2025-09-02	5	254100318051, 254100318094, 254100318059, 254100318079, 254100318044
4-1	2025-09-12	1	254100318131
4-1	2025-09-02	2	254100318131, 254100318120
4-1	2025-09-08	1	254100318120
4-1	2025-09-02	4	254100318133, 254100318142, 254100318117, 254100318129
4-1	2025-09-08	1	254100318129
4-1	2025-09-15	1	254100318129
4-1	2025-09-02	1	254100318174
4-1	2025-09-15	1	254100318174
4-1	2025-09-12	1	254100318132
4-1	2025-09-02	3	254100318172, 254100318178, 254100318132
4-1	2025-09-15	1	254100318178
4-1	2025-09-02	3	254100318197, 254100318200, 254100318187
4-1	2025-09-08	1	254100318197
4-1	2025-09-02	1	254100318205
4-1	2025-09-08	1	254100318205
4-1	2025-09-02	2	254100318215, 254100318192
4-1	2025-09-15	1	254100318192
4-1	2025-09-02	1	254100318182
4-1	2025-09-15	1	254100318182
4-1	2025-09-02	1	254100318225
4-1	2025-09-08	1	254100318225
4-1	2025-09-02	1	254100318230
4-1	2025-09-15	1	254100318230
4-1	2025-09-02	1	254100318235
4-1	2025-09-15	1	254100318235
4-1	2025-09-02	1	254100318239
4-1	2025-09-08	1	254100318239
4-1	2025-09-02	1	254100318248
4-1	2025-09-08	1	254100318248
4-1	2025-09-02	1	254100318247
4-1	2025-09-08	1	254100318247
4-1	2025-09-18	1	254100318253
4-1	2025-09-02	3	254100318264, 254100318254, 254100318253
4-1	2025-09-15	1	254100318264
4-1	2025-09-29	1	254100318264
4-1	2025-09-02	1	254100318277
4-1	2025-09-08	1	254100318277
4-1	2025-09-02	3	254100318286, 254100318291, 254100318269
4-1	2025-09-08	1	254100318269
4-1	2025-09-02	1	254100318257
4-1	2025-09-08	1	254100318257
4-1	2025-09-02	2	254100318289, 254100318285
4-1	2025-09-08	1	254100318285
4-1	2025-09-11	1	254100318322
4-1	2025-09-02	2	254100318322, 254100318408
4-1	2025-09-18	1	254100318396
4-1	2025-09-03	1	254100318396
4-1	2025-09-02	1	254100318419
4-1	2025-09-03	3	254100318422, 254100318411, 254100318416
4-1	2025-09-02	1	254100318426
4-1	2025-09-03	1	254100318430
4-1	2025-09-09	1	254100318430
4-1	2025-09-16	1	254100318430
4-1	2025-09-02	2	254100318437, 254100318431
4-1	2025-09-15	1	254100318431
4-1	2025-09-03	1	254100318459
4-1	2025-09-09	1	254100318459
4-1	2025-09-02	2	254100318470, 254100318448
4-1	2025-09-03	1	254100318456
4-1	2025-09-09	1	254100318456
4-1	2025-09-03	1	254100318438
4-1	2025-09-02	1	254100318463
4-1	2025-09-17	1	254100318463
4-1	2025-09-08	1	254100318463
4-1	2025-09-02	5	254100319046, 254100318518, 254100319032, 254100318515, 254100319023
4-1	2025-09-22	1	254100319046
4-1	2025-09-02	7	254100319054, 254100319028, 254100319043, 254100319050, 254100319078, 254100319077, 254100319068
4-1	2025-09-18	1	254100319078
4-1	2025-09-02	1	254100319081
4-1	2025-09-08	1	254100319081
4-1	2025-09-02	4	254100319091, 254100319076, 254100319125, 254100319073
4-1	2025-09-15	1	254100319125
4-1	2025-09-03	1	254100319368
4-1	2025-09-02	3	254100319094, 254100319084, 254100319321
4-1	2025-09-08	1	254100319084
4-1	2025-09-03	1	254100319376
4-1	2025-09-16	1	254100319376
4-1	2025-09-23	1	254100319376
4-1	2025-10-07	1	254100319376
4-1	2025-09-02	1	254100319312
4-1	2025-09-03	6	254100319410, 254100319398, 254100319386, 254100319406, 254100319403, 254100319419
4-1	2025-09-09	1	254100319386
4-1	2025-09-03	1	254100319382
4-1	2025-09-09	1	254100319382
4-1	2025-09-03	3	254100319447, 254100319469, 254100319484
4-1	2025-09-02	1	254100319538
4-1	2025-09-08	1	254100319538
4-1	2025-09-02	1	254100319549
4-1	2025-09-08	1	254100319549
4-1	2025-09-15	1	254100319549
4-1	2025-09-29	1	254100319549
4-1	2025-09-02	1	254100319544
4-1	2025-09-08	1	254100319544
4-1	2025-09-02	1	254100319471
4-1	2025-09-03	1	254100319472
4-1	2025-09-09	1	254100319472
4-1	2025-09-02	1	254100319557
4-1	2025-09-08	1	254100319557
4-1	2025-09-02	1	254100319563
4-1	2025-09-15	1	254100319563
4-1	2025-09-02	3	254100319642, 254100319581, 254100319626
4-1	2025-09-08	1	254100319642
4-1	2025-09-02	1	254100319601
4-1	2025-09-08	1	254100319601
4-1	2025-09-02	1	254100319659
4-1	2025-09-08	1	254100319659
4-1	2025-09-02	1	254100319637
4-1	2025-09-08	1	254100319637
4-1	2025-09-02	1	254100319664
4-1	2025-09-08	1	254100319664
4-1	2025-09-02	2	254100319632, 254100319584
4-1	2025-09-08	1	254100319632
4-1	2025-09-22	1	254100319632
4-1	2025-09-29	1	254100319632
4-1	2025-09-02	1	254100319688
4-1	2025-09-08	1	254100319688
4-1	2025-09-02	2	254100319701, 254100319696
4-1	2025-09-08	1	254100319696
4-1	2025-09-02	1	254100319703
4-1	2025-09-08	1	254100319703
4-1	2025-09-29	1	254100319703
4-1	2025-09-02	2	254100319711, 254100319716
4-1	2025-09-25	1	254100319716
4-1	2025-09-08	1	254100319716
4-1	2025-09-02	1	254100319706
4-1	2025-09-08	1	254100319706
4-1	2025-09-02	1	254100320372
4-1	2025-09-08	1	254100320372
4-1	2025-09-25	1	254100320372
4-1	2025-09-02	2	254100320392, 254100319718
4-1	2025-09-08	1	254100320392
4-1	2025-09-02	2	254100320426, 254100320433
4-1	2025-09-08	1	254100320433
4-1	2025-09-02	3	254100320552, 254100320416, 254100320464
4-1	2025-09-18	2	254100320574, 254100320552
4-1	2025-09-02	3	254100320574, 254100320569, 254100320437
4-1	2025-09-08	1	254100320437
4-1	2025-09-02	2	254100320471, 254100320654
4-1	2025-09-15	1	254100320654
4-1	2025-09-29	1	254100320654
4-1	2025-10-13	1	254100320654
4-1	2025-09-02	1	254100320742
4-1	2025-09-08	1	254100320742
4-1	2025-09-02	5	254100320794, 254100320820, 254100320800, 254100320734, 254100320808
4-1	2025-09-03	3	254100320902, 254100320804, 254100320885
4-1	2025-09-02	1	254100321854
4-1	2025-09-08	1	254100321854
4-1	2025-09-02	1	254100321841
4-1	2025-09-08	1	254100321841
4-1	2025-09-02	1	254100321859
4-1	2025-09-08	1	254100321859
4-1	2025-09-18	1	254100321888
4-1	2025-09-03	3	254100321888, 254100321869, 254100320900
4-1	2025-09-02	1	254100321912
4-1	2025-09-25	1	254100321912
4-1	2025-09-08	1	254100321912
4-1	2025-09-03	1	254100321861
4-1	2025-09-09	1	254100321861
4-1	2025-09-02	2	254100321916, 254100321925
4-1	2025-09-08	1	254100321925
4-1	2025-09-02	1	254100321936
4-1	2025-09-08	1	254100321936
4-1	2025-09-02	1	254100321949
4-1	2025-09-08	1	254100321949
4-1	2025-09-02	1	254100321942
4-1	2025-09-08	1	254100321942
4-1	2025-09-02	1	254100321930
4-1	2025-09-08	1	254100321930
4-1	2025-09-02	4	254100321950, 254100321963, 254100321965, 254100321927
4-1	2025-09-08	1	254100321963
4-1	2025-09-02	2	254100321972, 254100321954
4-1	2025-09-03	1	254100321978
4-1	2025-09-02	1	254100321980
4-1	2025-09-08	1	254100321980
4-1	2025-09-02	1	254100321967
4-1	2025-09-08	1	254100321967
4-1	2025-09-22	1	254100321967
4-1	2025-09-02	1	254100321992
4-1	2025-09-08	1	254100321992
4-1	2025-09-15	1	254100321992
4-1	2025-09-02	1	254100321988
4-1	2025-09-08	1	254100321988
4-1	2025-09-03	1	254100321996
4-1	2025-09-09	1	254100321996
4-1	2025-09-02	1	254100322014
4-1	2025-09-18	1	254100322014
4-1	2025-09-02	1	254100321994
4-1	2025-09-08	1	254100321994
4-1	2025-09-02	1	254100322008
4-1	2025-09-08	1	254100322008
4-1	2025-09-03	2	254100322065, 254100322032
4-1	2025-09-09	1	254100322065
4-1	2025-09-02	1	254100322110
4-1	2025-09-08	1	254100322110
4-1	2025-09-18	1	254100322101
4-1	2025-09-03	1	254100322101
4-1	2025-09-02	1	254100322057
4-1	2025-09-08	1	254100322057
4-1	2025-09-03	1	254100322122
4-1	2025-09-02	1	254100322066
4-1	2025-09-15	1	254100322066
4-1	2025-09-03	1	254100322045
4-1	2025-09-18	1	254100322045
4-1	2025-09-02	2	254100322125, 254100322118
4-1	2025-09-08	1	254100322118
4-1	2025-09-02	1	254100322136
4-1	2025-09-08	1	254100322136
4-1	2025-09-02	1	254100322147
4-1	2025-09-08	1	254100322147
4-1	2025-09-03	1	254100322161
4-1	2025-09-02	3	254100322142, 254100322157, 254100322189
4-1	2025-09-03	1	254100322182
4-1	2025-09-09	1	254100322182
4-1	2025-09-02	1	254100322197
4-1	2025-09-08	1	254100322197
4-1	2025-09-03	1	254100322133
4-1	2025-09-16	1	254100322133
4-1	2025-09-02	4	254100322254, 254100322222, 254100322248, 254100322240
4-1	2025-09-08	1	254100322254
4-1	2025-09-02	1	254100322304
4-1	2025-09-08	1	254100322304
4-1	2025-09-30	1	254100322304
4-1	2025-09-03	1	254100322203
4-1	2025-09-09	1	254100322203
4-1	2025-09-02	2	254100322365, 254100322270
4-1	2025-09-08	1	254100322270
4-1	2025-09-02	1	254100322258
4-1	2025-09-08	1	254100322258
4-1	2025-09-02	1	254100322381
4-1	2025-09-08	1	254100322381
4-1	2025-09-02	2	254100322406, 254100322424
4-1	2025-09-08	1	254100322424
4-1	2025-09-02	1	254100322395
4-1	2025-09-08	1	254100322395
4-1	2025-09-25	1	254100322395
4-1	2025-09-02	1	254100322449
4-1	2025-09-08	1	254100322449
4-1	2025-09-02	1	254100322481
4-1	2025-09-08	1	254100322481
4-1	2025-09-02	1	254100322466
4-1	2025-09-08	1	254100322466
4-1	2025-09-02	1	254100322415
4-1	2025-09-08	1	254100322415
4-1	2025-09-02	1	254100322503
4-1	2025-09-08	1	254100322503
4-1	2025-09-29	1	254100322503
4-1	2025-09-02	1	254100322496
4-1	2025-09-08	1	254100322496
4-1	2025-09-02	1	254100322509
4-1	2025-09-08	1	254100322509
4-1	2025-09-02	1	254100322519
4-1	2025-09-08	1	254100322519
4-1	2025-09-15	1	254100322519
4-1	2025-09-02	1	254100322523
4-1	2025-09-08	1	254100322523
4-1	2025-09-02	1	254100322533
4-1	2025-09-08	1	254100322533
4-1	2025-09-02	1	254100322541
4-1	2025-09-08	1	254100322541
4-1	2025-09-02	3	254100322553, 254100322548, 254100322542
4-1	2025-09-08	1	254100322553
4-1	2025-09-02	2	254100322534, 254100322532
4-1	2025-09-08	1	254100322534
4-1	2025-09-02	1	254100322570
4-1	2025-09-08	1	254100322570
4-1	2025-09-02	1	254100322566
4-1	2025-09-15	1	254100322566
4-1	2025-09-02	1	254100322564
4-1	2025-09-08	1	254100322564
4-1	2025-09-02	4	254100322607, 254100322620, 254100322601, 254100322580
4-1	2025-09-08	1	254100322607
4-1	2025-09-02	1	254100322589
4-1	2025-09-08	1	254100322589
4-1	2025-09-02	1	254100322636
4-1	2025-09-15	1	254100322636
4-1	2025-09-02	3	254100322613, 254100322640, 254100322646
4-1	2025-09-08	1	254100322646
4-1	2025-09-03	1	254100322657
4-1	2025-09-09	1	254100322657
4-1	2025-09-03	1	254100322652
4-1	2025-09-09	1	254100322652
4-1	2025-09-03	1	254100322651
4-1	2025-09-25	1	254100322651
4-1	2025-09-09	1	254100322651
4-1	2025-09-02	1	254100322664
4-1	2025-09-08	1	254100322664
4-1	2025-09-22	1	254100322664
4-1	2025-09-03	1	254100322705
4-1	2025-09-02	2	254100322762, 254100322666
4-1	2025-09-18	1	254100322666
4-1	2025-09-02	1	254100322767
4-1	2025-09-08	1	254100322767
4-1	2025-09-02	1	254100322771
4-1	2025-09-08	1	254100322771
4-1	2025-09-02	1	254100322723
4-1	2025-09-08	1	254100322723
4-1	2025-09-02	1	254100322773
4-1	2025-09-18	1	254100322773
4-1	2025-09-02	2	254100322769, 254100322778
4-1	2025-09-08	1	254100322769
4-1	2025-09-30	1	254100322769
4-1	2025-09-02	4	254100322813, 254100322785, 254100322814, 254100322811
4-1	2025-09-08	1	254100322814
4-1	2025-09-02	1	254100322810
4-1	2025-09-08	1	254100322810
4-1	2025-09-02	1	254100322832
4-1	2025-09-08	1	254100322832
4-1	2025-09-02	1	254100322825
4-1	2025-09-08	1	254100322825
4-1	2025-09-02	1	254100322838
4-1	2025-09-08	1	254100322838
4-1	2025-09-22	1	254100322838
4-1	2025-09-02	2	254100322845, 254100322850
4-1	2025-09-08	1	254100322850
4-1	2025-09-02	1	254100322847
4-1	2025-09-11	1	254100322847
4-1	2025-09-02	1	254100322843
4-1	2025-09-08	1	254100322843
4-1	2025-09-25	1	254100322843
4-1	2025-09-02	1	254100322840
4-1	2025-09-08	1	254100322840
4-1	2025-09-02	1	254100322848
4-1	2025-09-08	1	254100322848
4-1	2025-09-02	1	254100322853
4-1	2025-09-08	1	254100322853
4-1	2025-09-02	1	254100322852
4-1	2025-09-15	1	254100322852
4-1	2025-09-02	1	254100322854
4-1	2025-09-08	1	254100322854
4-1	2025-09-03	1	254100322858
4-1	2025-09-09	1	254100322858
4-1	2025-09-25	1	254100322858
4-1	2025-09-02	1	254100322856
4-1	2025-09-15	1	254100322856
4-1	2025-09-02	1	254100322857
4-1	2025-09-08	1	254100322857
4-1	2025-09-02	2	254100322855, 254100322866
4-1	2025-09-08	1	254100322866
4-1	2025-09-02	1	254100322861
4-1	2025-09-08	1	254100322861
4-1	2025-09-02	1	254100322864
4-1	2025-09-08	1	254100322864
4-1	2025-09-03	1	254100322870
4-1	2025-09-09	1	254100322870
4-1	2025-09-02	1	254100322878
4-1	2025-09-08	1	254100322878
4-1	2025-09-03	1	254100322885
4-1	2025-09-02	2	254100322876, 254100322884
4-1	2025-09-08	1	254100322876
4-1	2025-09-02	1	254100322912
4-1	2025-09-15	1	254100322912
4-1	2025-09-03	2	254100322918, 254100322990
4-1	2025-09-02	1	254100322929
4-1	2025-09-08	1	254100322929
4-1	2025-09-03	2	254100322985, 254100322996
4-1	2025-09-16	1	254100322985
4-1	2025-09-03	1	254100322993
4-1	2025-09-09	1	254100322993
4-1	2025-09-03	1	254100322994
4-1	2025-09-02	1	254100322991
4-1	2025-09-10	1	254100322991
4-1	2025-09-03	1	254100322999
4-1	2025-09-18	1	254100323004
4-1	2025-09-03	2	254100323004, 254100323007
4-1	2025-09-09	1	254100323007
4-1	2025-09-03	3	254100323021, 254100323012, 254100323017
4-1	2025-09-02	1	254100323028
4-1	2025-09-08	1	254100323028
4-1	2025-09-23	1	254100323028
4-1	2025-09-03	1	254100323015
4-1	2025-09-02	1	254100323020
4-1	2025-09-08	1	254100323020
4-1	2025-09-02	1	254100323031
4-1	2025-09-08	1	254100323031
4-1	2025-09-02	1	254100323023
4-1	2025-09-08	1	254100323023
4-1	2025-09-02	2	254100324116, 254100323078
4-1	2025-09-08	1	254100324116
4-1	2025-09-15	1	254100324116
4-1	2025-09-22	1	254100324116
4-1	2025-09-02	1	254100323067
4-1	2025-09-08	1	254100323067
4-1	2025-09-03	1	254100324224
4-1	2025-09-16	1	254100324224
4-1	2025-09-15	1	254100324198
4-1	2025-09-02	1	254100324198
4-1	2025-09-23	1	254100324217
4-1	2025-09-02	2	254100324209, 254100324217
4-1	2025-09-23	1	254100324234
4-1	2025-09-02	1	254100324234
4-1	2025-09-03	1	254100324235
4-1	2025-09-16	1	254100324235
4-1	2025-09-03	1	254100324233
4-1	2025-09-16	1	254100324233
4-1	2025-09-02	1	254100324238
4-1	2025-09-03	2	254100324273, 254100324275
4-1	2025-09-09	1	254100324275
4-1	2025-09-03	2	254100324246, 254100324255
4-1	2025-09-10	1	254100324281
4-1	2025-09-02	1	254100324281
4-1	2025-09-23	1	254100324282
4-1	2025-09-03	2	254100324267, 254100324282
4-1	2025-09-09	1	254100324267
4-1	2025-09-03	1	254100324241
4-1	2025-09-16	1	254100324241
4-1	2025-10-02	1	254100324241
4-1	2025-09-03	1	254100324285
4-1	2025-09-09	1	254100324285
4-1	2025-09-03	1	254100324338
4-1	2025-09-09	1	254100324338
4-1	2025-09-03	1	254100324340
4-1	2025-09-09	1	254100324340
4-1	2025-09-03	1	254100324327
4-1	2025-09-25	1	254100324327
4-1	2025-09-09	1	254100324327
4-1	2025-09-03	1	254100324315
4-1	2025-09-09	1	254100324315
4-1	2025-09-03	1	254100324304
4-1	2025-09-09	1	254100324304
4-1	2025-09-03	2	254100324299, 254100324321
4-1	2025-09-09	1	254100324321
4-1	2025-09-02	2	254100324379, 254100324374
4-1	2025-09-15	1	254100324374
4-1	2025-09-02	1	254100324385
4-1	2025-09-15	1	254100324385
4-1	2025-09-29	1	254100324385
4-1	2025-09-03	1	254100324428
4-1	2025-09-09	1	254100324428
4-1	2025-09-02	3	254100324390, 254100324397, 254100324394
4-1	2025-09-03	1	254100324431
4-1	2025-09-09	1	254100324431
4-1	2025-09-16	1	254100324431
4-1	2025-09-02	1	254100324429
4-1	2025-09-03	1	254100324432
4-1	2025-09-09	1	254100324432
4-1	2025-09-02	2	254100324433, 254100324435
4-1	2025-09-03	1	254100324434
4-1	2025-09-09	1	254100324434
4-1	2025-09-16	1	254100324434
4-1	2025-09-23	1	254100324434
4-1	2025-10-09	1	254100324434
4-1	2025-09-03	1	254100324444
4-1	2025-09-02	2	254100324443, 254100324439
4-1	2025-09-03	1	254100324436
4-1	2025-09-25	1	254100324436
4-1	2025-09-09	1	254100324436
4-1	2025-09-03	1	254100324440
4-1	2025-09-16	1	254100324440
4-1	2025-09-03	1	254100324447
4-1	2025-09-09	1	254100324447
4-1	2025-09-02	1	254100324449
4-1	2025-09-15	1	254100324449
4-1	2025-09-03	1	254100324456
4-1	2025-09-09	1	254100324456
4-1	2025-09-25	1	254100324456
4-1	2025-09-03	1	254100324454
4-1	2025-09-09	1	254100324454
4-1	2025-09-03	1	254100324457
4-1	2025-09-09	1	254100324457
4-1	2025-09-03	1	254100324446
4-1	2025-09-09	1	254100324446
4-1	2025-09-03	2	254100324467, 254100324458
4-1	2025-09-25	1	254100324467
4-1	2025-09-09	1	254100324467
4-1	2025-09-03	1	254100324468
4-1	2025-09-09	1	254100324468
4-1	2025-09-03	1	254100324481
4-1	2025-09-09	1	254100324481
4-1	2025-09-03	1	254100324472
4-1	2025-09-16	1	254100324472
4-1	2025-09-03	2	254100324491, 254100324488
4-1	2025-09-09	1	254100324491
4-1	2025-09-03	2	254100324478, 254100324501
4-1	2025-09-09	1	254100324501
4-1	2025-09-03	3	254100324506, 254100324492, 254100324507
4-1	2025-09-09	1	254100324492
4-1	2025-09-03	2	254100324500, 254100324515
4-1	2025-09-09	1	254100324500
4-1	2025-09-03	1	254100324517
4-1	2025-09-16	1	254100324517
4-1	2025-10-02	1	254100324517
4-1	2025-09-03	1	254100324520
4-1	2025-09-16	1	254100324520
4-1	2025-10-02	1	254100324520
4-1	2025-09-03	1	254100324511
4-1	2025-09-09	1	254100324511
4-1	2025-09-03	1	254100324524
4-1	2025-09-16	1	254100324524
4-1	2025-09-03	1	254100324539
4-1	2025-09-16	1	254100324539
4-1	2025-09-03	5	254100324550, 254100324529, 254100324545, 254100324525, 254100324521
4-1	2025-09-09	1	254100324525
4-1	2025-09-03	1	254100324531
4-1	2025-09-16	1	254100324531
4-1	2025-10-02	1	254100324531
4-1	2025-09-03	1	254100324551
4-1	2025-09-09	1	254100324551
4-1	2025-09-03	1	254100324561
4-1	2025-09-16	1	254100324561
4-1	2025-09-02	1	254100324602
4-1	2025-09-15	1	254100324602
4-1	2025-09-02	1	254100324608
4-1	2025-09-08	1	254100324608
4-1	2025-09-02	1	254100324610
4-1	2025-09-15	1	254100324610
4-1	2025-09-02	1	254100324615
4-1	2025-09-15	1	254100324615
4-1	2025-09-02	1	254100324620
4-1	2025-09-15	1	254100324620
4-1	2025-09-03	1	254100324553
4-1	2025-09-09	1	254100324553
4-1	2025-09-02	1	254100324567
4-1	2025-09-08	1	254100324567
4-1	2025-09-02	1	254100324624
4-1	2025-09-25	1	254100324624
4-1	2025-09-08	1	254100324624
4-1	2025-09-02	3	254100324629, 254100324635, 254100324645
4-1	2025-09-15	3	254100324629, 254100324635, 254100324645
4-1	2025-09-02	1	254100324638
4-1	2025-10-02	1	254100324638
4-1	2025-09-15	1	254100324638
4-1	2025-09-02	1	254100324642
4-1	2025-09-15	1	254100324642
4-1	2025-09-02	2	254100324650, 254100324654
4-1	2025-09-15	1	254100324650
4-1	2025-09-02	2	254100324663, 254100324680
4-1	2025-09-15	1	254100324663
4-1	2025-09-02	1	254100324698
4-1	2025-09-08	1	254100324698
4-1	2025-09-03	1	254100324699
4-1	2025-09-09	1	254100324699
4-1	2025-09-03	1	254100324705
4-1	2025-09-09	1	254100324705
4-1	2025-09-02	1	254100324703
4-1	2025-09-08	1	254100324703
4-1	2025-09-02	1	254100324675
4-1	2025-09-03	1	254100324700
4-1	2025-09-09	1	254100324700
4-1	2025-09-02	1	254100324707
4-1	2025-09-15	1	254100324707
4-1	2025-09-29	1	254100324707
4-1	2025-09-03	1	254100324712
4-1	2025-09-09	1	254100324712
4-1	2025-09-02	1	254100324711
4-1	2025-09-08	1	254100324711
4-1	2025-09-03	1	254100324715
4-1	2025-09-09	1	254100324715
4-1	2025-09-02	1	254100324709
4-1	2025-09-15	1	254100324709
4-1	2025-09-29	1	254100324709
4-1	2025-09-02	1	254100324717
4-1	2025-09-03	1	254100324718
4-1	2025-09-09	1	254100324718
4-1	2025-09-03	1	254100324720
4-1	2025-09-09	1	254100324720
4-1	2025-09-02	1	254100324713
4-1	2025-09-03	1	254100324721
4-1	2025-09-09	1	254100324721
4-1	2025-09-02	1	254100324725
4-1	2025-09-15	1	254100324725
4-1	2025-09-03	1	254100324722
4-1	2025-09-09	1	254100324722
4-1	2025-09-02	1	254100324727
4-1	2025-09-08	1	254100324727
4-1	2025-09-02	1	254100324726
4-1	2025-09-08	1	254100324726
4-1	2025-09-03	1	254100324730
4-1	2025-09-09	1	254100324730
4-1	2025-09-02	1	254100324729
4-1	2025-09-08	1	254100324729
4-1	2025-09-22	1	254100324729
4-1	2025-09-02	1	254100324723
4-1	2025-09-08	1	254100324723
4-1	2025-09-02	1	254100324732
4-1	2025-09-08	1	254100324732
4-1	2025-09-02	1	254100324731
4-1	2025-09-08	1	254100324731
4-1	2025-09-02	1	254100324737
4-1	2025-09-08	1	254100324737
4-1	2025-09-02	1	254100324744
4-1	2025-09-08	1	254100324744
4-1	2025-09-02	1	254100324735
4-1	2025-09-08	1	254100324735
4-1	2025-09-02	1	254100324743
4-1	2025-09-15	1	254100324743
4-1	2025-09-02	1	254100324758
4-1	2025-09-15	1	254100324758
4-1	2025-09-09	1	254100326652
4-1	2025-09-16	1	254100326652
4-1	2025-09-09	1	254100326655
4-1	2025-09-02	1	254100324749
4-1	2025-09-15	1	254100324749
4-1	2025-09-09	1	254100326642
4-1	2025-09-16	1	254100326642
4-1	2025-09-02	1	254100324748
4-1	2025-09-08	1	254100324748
4-1	2025-09-09	4	254100326704, 254100326694, 254100326669, 254100326663
4-1	2025-09-16	1	254100326704
4-1	2025-09-09	4	254100326719, 254100326708, 254100326730, 254100326697
4-1	2025-09-16	1	254100326697
4-1	2025-09-09	1	254100326770
4-1	2025-09-16	1	254100326770
4-1	2025-09-08	1	254100326825
4-1	2025-09-15	1	254100326825
4-1	2025-09-29	1	254100326825
4-1	2025-09-08	1	254100326836
4-1	2025-09-15	1	254100326836
4-1	2025-09-29	1	254100326836
4-1	2025-09-09	1	254100326805
4-1	2025-09-16	1	254100326805
4-1	2025-09-09	1	254100326897
4-1	2025-09-08	1	254100326870
4-1	2025-09-15	1	254100326870
4-1	2025-09-29	1	254100326870
4-1	2025-09-09	1	254100326975
4-1	2025-09-16	1	254100326975
4-1	2025-09-09	1	254100327115
4-1	2025-09-08	1	254100327259
4-1	2025-09-15	1	254100327259
4-1	2025-09-09	2	254100327317, 254100327297
4-1	2025-09-08	1	254100327205
4-1	2025-09-15	1	254100327205
4-1	2025-09-09	1	254100327351
4-1	2025-09-25	1	254100327358
4-1	2025-09-09	2	254100327358, 254100327371
4-1	2025-09-08	1	254100327367
4-1	2025-09-09	7	254100327379, 254100327512, 254100327408, 254100327402, 254100327396, 254100327404, 254100327409
4-1	2025-09-16	1	254100327512
4-1	2025-09-09	1	254100327391
4-1	2025-09-16	1	254100327391
4-1	2025-10-02	1	254100327391
4-1	2025-09-09	1	254100327502
4-1	2025-09-08	1	254100327611
4-1	2025-09-15	1	254100327611
4-1	2025-09-08	1	254100327658
4-1	2025-09-15	1	254100327658
4-1	2025-09-29	1	254100327658
4-1	2025-09-08	1	254100327667
4-1	2025-09-15	1	254100327667
4-1	2025-09-29	1	254100327667
4-1	2025-09-08	1	254100327692
4-1	2025-09-15	1	254100327692
4-1	2025-09-08	2	254100327693, 254100327629
4-1	2025-09-29	1	254100327619
4-1	2025-09-08	2	254100327619, 254100327656
4-1	2025-09-15	1	254100327656
4-1	2025-09-29	1	254100327656
4-1	2025-09-08	3	254100327707, 254100327697, 254100327701
4-1	2025-09-15	1	254100327701
4-1	2025-09-08	1	254100327724
4-1	2025-10-01	1	254100327724
4-1	2025-09-15	1	254100327724
4-1	2025-09-08	1	254100327710
4-1	2025-09-15	1	254100327710
4-1	2025-09-08	5	254100327750, 254100327757, 254100327792, 254100327767, 254100327766
4-1	2025-09-09	3	254100327773, 254100327803, 254100327801
4-1	2025-09-08	1	254100327805
4-1	2025-09-15	1	254100327805
4-1	2025-09-08	3	254100327862, 254100327857, 254100327817
4-1	2025-09-15	1	254100327862
4-1	2025-09-29	1	254100327862
4-1	2025-09-08	1	254100327864
4-1	2025-09-15	1	254100327864
4-1	2025-09-08	1	254100327890
4-1	2025-09-15	1	254100327890
4-1	2025-09-08	1	254100327894
4-1	2025-09-15	1	254100327894
4-1	2025-09-08	1	254100327867
4-1	2025-09-15	1	254100327867
4-1	2025-09-08	1	254100327889
4-1	2025-09-15	1	254100327889
4-1	2025-09-08	1	254100327895
4-1	2025-09-15	1	254100327895
