court	docket_date	case_count	case_numbers
1-2	2025-02-25	1	251200012581
1-2	2025-01-28	1	251200012695
1-2	2025-02-04	1	251200017903
1-2	2025-02-25	1	251200017903
1-2	2025-03-05	1	251200017903
1-2	2025-02-04	1	251200018191
1-2	2025-01-28	1	251200017865
1-2	2025-02-11	1	251200017865
1-2	2025-02-04	7	251200018350, 251200018426, 251200018240, 251200018439, 251200018361, 251200019917, 251200019870
1-2	2025-02-25	1	251200019917
1-2	2025-03-11	1	251200019917
1-2	2025-02-04	7	251200023260, 251200023526, 251200022159, 251200021655, 251200018341, 251200018578, 251200021623
1-2	2025-02-11	1	251200023526
1-2	2025-02-25	1	251200023526
1-2	2025-02-04	3	251200023240, 251200022241, 251200023225
1-2	2025-02-25	1	251200022241
1-2	2025-03-25	1	251200022241
1-2	2025-04-15	1	251200022241
1-2	2025-05-12	1	251200022241
1-2	2025-02-04	3	251200023614, 251200023247, 251200023256
1-2	2025-02-11	1	251200027931
1-2	2025-02-18	1	251200027931
1-2	2025-02-11	1	251200027946
1-2	2025-02-25	1	251200027946
1-2	2025-02-11	13	251200028128, 251200028177, 251200028214, 251200028233, 251200028893, 251200031186, 251200028381, 251200030926, 251200030212, 251200029080, 251200028188, 251200028852, 251200029099
1-2	2025-02-18	1	251200030926
1-2	2025-02-25	1	251200030926
1-2	2025-02-11	1	251200034279
1-2	2025-02-18	1	251200034279
1-2	2025-03-18	1	251200034279
1-2	2025-02-11	3	251200031248, 251200034386, 251200034391
1-2	2025-02-18	1	251200034391
1-2	2025-03-05	1	251200034391
1-2	2025-02-11	1	251200034324
1-2	2025-02-18	1	251200034324
1-2	2025-03-18	1	251200034324
1-2	2025-03-25	1	251200034324
1-2	2025-04-10	1	251200034324
1-2	2025-02-18	6	251200035728, 251200035365, 251200035131, 251200035705, 251200035811, 251200035735
1-2	2025-02-25	1	251200035811
1-2	2025-02-18	2	251200035773, 251200035867
1-2	2025-02-27	1	251200035867
1-2	2025-02-18	8	251200036316, 251200036337, 251200037336, 251200035830, 251200035818, 251200035999, 251200037211, 251200036317
1-2	2025-02-25	1	251200037211
1-2	2025-02-18	1	251200038262
1-2	2025-02-25	1	251200038262
1-2	2025-02-18	13	251200040519, 251200038385, 251200038398, 251200039758, 251200039009, 251200038629, 251200038284, 251200040735, 251200040713, 251200040473, 251200038276, 251200038488, 251200038951
2-1	2025-01-29	1	252100001151
2-1	2025-01-21	1	252100001151
2-1	2025-01-22	1	252100001531
2-1	2025-01-29	1	252100001531
2-1	2025-01-22	1	252100001524
2-1	2025-01-29	1	252100001524
2-1	2025-01-22	1	252100001539
2-1	2025-01-29	2	252100001154, 252100001539
2-1	2025-01-21	1	252100001154
2-1	2025-01-22	1	252100001520
2-1	2025-01-29	1	252100001520
2-1	2025-01-22	1	252100001537
2-1	2025-01-29	1	252100001537
2-1	2025-01-22	1	252100001546
2-1	2025-01-29	1	252100001546
2-1	2025-01-22	3	252100001552, 252100001558, 252100001549
2-1	2025-01-29	1	252100001558
2-1	2025-01-22	1	252100001554
2-1	2025-01-29	1	252100001554
2-1	2025-01-22	1	252100001555
2-1	2025-01-29	1	252100001555
2-1	2025-01-22	1	252100001560
2-1	2025-01-29	1	252100001560
2-1	2025-01-22	1	252100001550
2-1	2025-01-29	1	252100001550
2-1	2025-01-22	1	252100001559
2-1	2025-01-29	1	252100001559
2-1	2025-01-22	1	252100001557
2-1	2025-01-29	1	252100001557
2-1	2025-01-23	1	252100001561
2-1	2025-01-22	1	252100001575
2-1	2025-01-29	1	252100001575
2-1	2025-01-22	1	252100001570
2-1	2025-01-29	1	252100001570
2-1	2025-01-23	3	252100001597, 252100001580, 252100001576
2-1	2025-01-22	1	252100001573
2-1	2025-01-29	1	252100001573
2-1	2025-01-23	1	252100001612
2-1	2025-01-22	1	252100002469
2-1	2025-01-23	9	252100005682, 252100002482, 252100002503, 252100004704, 252100002736, 252100002497, 252100005614, 252100004703, 252100002493
2-1	2025-02-03	1	252100005614
2-1	2025-02-20	1	252100005614
2-1	2025-01-23	1	252100007005
2-1	2025-01-27	4	252100008390, 252100008500, 252100008493, 252100008517
2-1	2025-01-23	3	252100007278, 252100007289, 252100008528
2-1	2025-02-03	1	252100007289
2-1	2025-01-23	2	252100008759, 252100008752
2-1	2025-01-28	4	252100010604, 252100010612, 252100010579, 252100010607
2-1	2025-01-23	1	252100008765
2-1	2025-01-28	1	252100010605
2-1	2025-01-27	9	252100010763, 252100011107, 252100010756, 252100011104, 252100011099, 252100010821, 252100010827, 252100011115, 252100010742
2-1	2025-02-17	1	252100011115
2-1	2025-01-27	3	252100011121, 252100011125, 252100011113
2-1	2025-01-29	3	252100012035, 252100011993, 252100011990
2-1	2025-01-28	2	252100012059, 252100012065
2-1	2025-01-27	1	252100011128
2-1	2025-02-03	1	252100011128
2-1	2025-01-28	7	252100012175, 252100012199, 252100012072, 252100012181, 252100012067, 252100012206, 252100012237
2-1	2025-01-29	1	252100012256
2-1	2025-01-28	1	252100012256
2-1	2025-01-29	3	252100012345, 252100012342, 252100012324
2-1	2025-01-28	5	252100012399, 252100012392, 252100012410, 252100012821, 252100012266
2-1	2025-01-29	1	252100015394
2-1	2025-02-12	1	252100015394
2-1	2025-01-28	1	252100012808
2-1	2025-01-29	3	252100016086, 252100016080, 252100015572
2-1	2025-02-03	1	252100016038
2-1	2025-01-29	4	252100016553, 252100016091, 252100015452, 252100015467
2-1	2025-02-03	1	252100018056
2-1	2025-01-29	1	252100017934
2-1	2025-02-03	2	252100017934, 252100018105
2-1	2025-01-29	1	252100017927
2-1	2025-02-03	1	252100017927
2-1	2025-01-29	1	252100018386
2-1	2025-02-03	1	252100018109
2-1	2025-02-13	1	252100018109
2-1	2025-02-20	1	252100018109
2-1	2025-01-29	1	252100018115
2-1	2025-02-03	4	252100018446, 252100018437, 252100018427, 252100018410
2-1	2025-01-29	1	252100018464
2-1	2025-02-03	2	252100018454, 252100018604
2-1	2025-02-17	1	252100018604
2-1	2025-02-03	1	252100018587
2-1	2025-02-17	1	252100018587
2-1	2025-03-04	1	252100018587
2-1	2025-02-03	13	252100019817, 252100018615, 252100019685, 252100019617, 252100019532, 252100019531, 252100019540, 252100018463, 252100019560, 252100019746, 252100019537, 252100019597, 252100019794
2-1	2025-02-10	1	252100019817
2-1	2025-02-03	10	252100020141, 252100019936, 252100019894, 252100019934, 252100019921, 252100019865, 252100019801, 252100019857, 252100019859, 252100019930
2-1	2025-02-17	1	252100020141
2-1	2025-02-06	1	252100021048
2-1	2025-02-18	1	252100019978
2-1	2025-02-03	1	252100020078
2-1	2025-02-06	1	252100021102
2-1	2025-02-03	1	252100020051
2-1	2025-02-06	5	252100021677, 252100021672, 252100021645, 252100021634, 252100021073
2-1	2025-02-13	1	252100021677
2-1	2025-02-20	1	252100021677
2-1	2025-02-06	4	252100021685, 252100021651, 252100022233, 252100021665
2-1	2025-02-10	2	252100023184, 252100022965
2-1	2025-02-12	1	252100023219
2-1	2025-02-06	2	252100023313, 252100023288
2-1	2025-02-12	1	252100023199
2-1	2025-02-06	6	252100023303, 252100023322, 252100023327, 252100023319, 252100023294, 252100023306
2-1	2025-02-10	4	252100023632, 252100023869, 252100023794, 252100023515
2-1	2025-02-03	1	252100023751
2-1	2025-02-10	13	252100023890, 252100023751, 252100027747, 252100027776, 252100027699, 252100027830, 252100027723, 252100027812, 252100027824, 252100027828, 252100027797, 252100027773, 252100023840
2-1	2025-02-12	2	252100028243, 252100028245
2-1	2025-02-17	2	252100028577, 252100028574
2-1	2025-02-12	2	252100028249, 252100028266
2-1	2025-02-17	3	252100028596, 252100028578, 252100028579
2-1	2025-02-12	1	252100028258
2-1	2025-02-17	1	252100028604
2-1	2025-02-06	1	252100028607
2-1	2025-02-12	2	252100029026, 252100028609
2-1	2025-02-18	1	252100028602
2-1	2025-02-12	4	252100028620, 252100028623, 252100029032, 252100028613
2-1	2025-02-17	1	252100030084
2-1	2025-02-12	1	252100030220
2-1	2025-02-13	2	252100030429, 252100030434
2-1	2025-02-12	1	252100030209
2-1	2025-02-13	6	252100030483, 252100030468, 252100030493, 252100030447, 252100030457, 252100030441
2-1	2025-02-12	1	252100030497
2-1	2025-02-13	15	252100030538, 252100030517, 252100030555, 252100030476, 252100030498, 252100030508, 252100030539, 252100030552, 252100030520, 252100030511, 252100030524, 252100030535, 252100030543, 252100030505, 252100030502
2-1	2025-02-12	1	252100030556
2-1	2025-02-13	6	252100030562, 252100030549, 252100030566, 252100030558, 252100030546, 252100030569
2-1	2025-02-12	1	252100030994
2-1	2025-02-17	2	252100033647, 252100033556
2-1	2025-02-24	1	252100033556
2-1	2025-02-17	2	252100033665, 252100033539
2-1	2025-02-12	2	252100031092, 252100030793
2-1	2025-02-17	4	252100034219, 252100033890, 252100034227, 252100033895
2-1	2025-02-12	1	252100034143
2-1	2025-02-17	4	252100034143, 252100034232, 252100034241, 252100033940
2-1	2025-02-18	11	252100035226, 252100036358, 252100035688, 252100035942, 252100035319, 252100035701, 252100035401, 252100035655, 252100035262, 252100036597, 252100035662
2-1	2025-02-19	1	252100036597
2-1	2025-02-18	2	252100036401, 252100035969
2-1	2025-02-25	1	252100035969
2-1	2025-02-19	8	252100036691, 252100036625, 252100036663, 252100036674, 252100036707, 252100036679, 252100036717, 252100036653
2-1	2025-02-18	1	252100036701
2-1	2025-02-25	1	252100036701
2-1	2025-02-19	1	252100036746
2-1	2025-02-18	2	252100036714, 252100036735
2-1	2025-02-19	4	252100036804, 252100036731, 252100036737, 252100036757
2-1	2025-02-26	1	252100036804
2-1	2025-02-19	1	252100036833
2-1	2025-02-18	1	252100036854
2-1	2025-02-19	5	252100036821, 252100036849, 252100036777, 252100036855, 252100036795
2-1	2025-02-18	1	252100036860
2-1	2025-02-19	2	252100036871, 252100036862
2-1	2025-02-18	1	252100038382
2-1	2025-02-20	8	252100038367, 252100039988, 252100042667, 252100038748, 252100040010, 252100038366, 252100040179, 252100042913
2-2	2025-01-23	2	252200001523, 252200001353
2-1	2025-02-20	2	252100042681, 252100042674
2-2	2025-01-23	12	252200002407, 252200002941, 252200005617, 252200007234, 252200005684, 252200001433, 252200005772, 252200007219, 252200009357, 252200002705, 252200005342, 252200005603
2-2	2025-01-30	1	252200010210
2-2	2025-01-23	1	252200007320
2-2	2025-01-30	1	252200010292
2-2	2025-02-06	1	252200010292
2-2	2025-02-20	1	252200010292
2-2	2025-01-23	1	252200007225
2-2	2025-01-30	5	252200010304, 252200010748, 252200010346, 252200010341, 252200010314
2-2	2025-01-23	1	252200010653
2-2	2025-01-30	1	252200012636
2-2	2025-02-13	1	252200012636
2-2	2025-01-30	4	252200012645, 252200012652, 252200012622, 252200010352
2-2	2025-02-06	1	252200012652
2-2	2025-01-30	1	252200012663
2-2	2025-02-13	1	252200012663
2-2	2025-01-30	2	252200012662, 252200012667
2-2	2025-02-06	1	252200012667
2-2	2025-01-30	5	252200012678, 252200012653, 252200012682, 252200012657, 252200012671
2-2	2025-02-13	1	252200012671
2-2	2025-01-30	1	252200015783
2-2	2025-02-06	1	252200015783
2-2	2025-01-30	4	252200016076, 252200018477, 252200018511, 252200019780
2-2	2025-02-13	1	252200019780
2-2	2025-01-30	2	252200019779, 252200019679
2-2	2025-02-13	1	252200019679
2-2	2025-02-27	1	252200019679
2-2	2025-01-30	4	252200019814, 252200019787, 252200019802, 252200019731
2-2	2025-02-13	1	252200019814
2-2	2025-02-27	1	252200019814
2-2	2025-01-30	1	252200019793
2-2	2025-02-13	1	252200019793
2-2	2025-02-06	14	252200023527, 252200021884, 252200023323, 252200021877, 252200023311, 252200021899, 252200021891, 252200021666, 252200021412, 252200021422, 252200023639, 252200021581, 252200023818, 252200021901
2-2	2025-02-27	1	252200023639
2-2	2025-02-06	2	252200023866, 252200023966
2-2	2025-02-13	2	252200027737, 252200027716
2-2	2025-02-27	1	252200027737
2-2	2025-02-13	1	252200028699
2-2	2025-02-27	1	252200028699
2-2	2025-02-06	1	252200028150
2-2	2025-02-13	5	252200029019, 252200028186, 252200029000, 252200029036, 252200028755
2-2	2025-02-20	1	252200029036
2-2	2025-02-13	9	252200029053, 252200030758, 252200028778, 252200029017, 252200035741, 252200033541, 252200030739, 252200030784, 252200030773
2-2	2025-02-27	1	252200035741
2-2	2025-02-13	7	252200037474, 252200036377, 252200039044, 252200036379, 252200034084, 252200036371, 252200030801
2-2	2025-02-20	2	252200040871, 252200040415
2-2	2025-02-13	1	252200038497
2-2	2025-02-20	1	252200040870
2-2	2025-02-13	1	252200037429
2-2	2025-02-20	3	252200040864, 252200040879, 252200040872
3-1	2025-01-22	1	253100001400
3-1	2025-02-19	1	253100001400
3-1	2025-01-22	1	253100001078
3-1	2025-02-19	1	253100001078
3-1	2025-01-22	1	253100001392
3-1	2025-02-19	1	253100001392
3-1	2025-01-22	1	253100000921
3-1	2025-02-19	1	253100000921
3-1	2025-01-22	1	253100001394
3-1	2025-02-19	1	253100001394
3-1	2025-01-22	1	253100001525
3-1	2025-02-19	1	253100001525
3-1	2025-01-22	1	253100001623
3-1	2025-02-19	1	253100001623
3-1	2025-01-22	1	253100002345
3-1	2025-02-19	1	253100002345
3-1	2025-01-22	1	253100002353
3-1	2025-02-19	1	253100002353
3-1	2025-03-05	2	253100002345, 253100002353
3-1	2025-03-19	1	253100002345
3-1	2025-01-22	1	253100002342
3-1	2025-02-19	1	253100002342
3-1	2025-01-22	1	253100002719
3-1	2025-02-19	1	253100002719
3-1	2025-01-22	1	253100002721
3-1	2025-02-19	1	253100002721
3-1	2025-01-22	2	253100002354, 253100002437
3-1	2025-02-19	2	253100002354, 253100002437
3-1	2025-01-22	1	253100002766
3-1	2025-02-19	1	253100002766
3-1	2025-01-22	2	253100005456, 253100005419
3-1	2025-02-19	1	253100005456
3-1	2025-01-22	1	253100002825
3-1	2025-02-19	1	253100002825
3-1	2025-01-22	1	253100005338
3-1	2025-02-19	1	253100005338
3-1	2025-01-22	2	253100002814, 253100005487
3-1	2025-02-19	1	253100005487
3-1	2025-01-22	1	253100005508
3-1	2025-02-19	1	253100005508
3-1	2025-01-22	1	253100005461
3-1	2025-02-19	1	253100005461
3-1	2025-01-22	2	253100005526, 253100005579
3-1	2025-02-19	1	253100005579
3-1	2025-01-22	1	253100005572
3-1	2025-02-19	1	253100005572
3-1	2025-01-22	1	253100005701
3-1	2025-02-19	1	253100005701
3-1	2025-01-22	1	253100005805
3-1	2025-02-19	1	253100005805
3-1	2025-01-22	1	253100005669
3-1	2025-02-19	1	253100005669
3-1	2025-01-22	1	253100005626
3-1	2025-02-19	1	253100005626
3-1	2025-01-22	1	253100005609
3-1	2025-02-19	1	253100005609
3-1	2025-01-22	1	253100005865
3-1	2025-02-19	1	253100005865
3-1	2025-01-22	1	253100006683
3-1	2025-02-19	1	253100006683
3-1	2025-01-22	1	253100007043
3-1	2025-02-19	1	253100007043
3-1	2025-01-22	1	253100006687
3-1	2025-02-19	1	253100006687
3-1	2025-01-22	1	253100007080
3-1	2025-02-19	1	253100007080
3-1	2025-01-22	1	253100006678
3-1	2025-02-19	1	253100006678
3-1	2025-01-22	1	253100007117
3-1	2025-02-19	1	253100007117
3-1	2025-01-22	1	253100007137
3-1	2025-02-19	1	253100007137
3-1	2025-01-22	1	253100007132
3-1	2025-02-19	1	253100007132
3-1	2025-01-22	2	253100007253, 253100007198
3-1	2025-02-19	1	253100007198
3-1	2025-01-22	1	253100007093
3-1	2025-02-19	1	253100007093
3-1	2025-01-22	1	253100007296
3-1	2025-02-19	1	253100007296
3-1	2025-01-22	1	253100007340
3-1	2025-02-19	1	253100007340
3-1	2025-01-22	1	253100007334
3-1	2025-02-19	1	253100007334
3-1	2025-01-22	1	253100007346
3-1	2025-02-19	1	253100007346
3-1	2025-01-22	1	253100007544
3-1	2025-02-19	1	253100007544
3-1	2025-01-22	1	253100007352
3-1	2025-02-19	1	253100007352
3-1	2025-02-26	1	253100007352
3-1	2025-01-22	1	253100007499
3-1	2025-02-19	1	253100007499
3-1	2025-01-22	1	253100007354
3-1	2025-02-19	1	253100007354
3-1	2025-01-22	1	253100007558
3-1	2025-02-19	1	253100007558
3-1	2025-01-22	1	253100008361
3-1	2025-02-19	1	253100008361
3-1	2025-01-22	1	253100008370
3-1	2025-02-19	1	253100008370
3-1	2025-01-22	1	253100008357
3-1	2025-02-19	1	253100008357
3-1	2025-01-22	3	253100008750, 253100008746, 253100008428
3-1	2025-02-19	1	253100008428
3-1	2025-01-22	1	253100008749
3-1	2025-02-19	1	253100008749
3-1	2025-01-22	1	253100008769
3-1	2025-02-19	1	253100008769
3-1	2025-01-22	1	253100008767
3-1	2025-02-19	1	253100008767
3-1	2025-01-22	1	253100008938
3-1	2025-02-19	1	253100008938
3-1	2025-01-22	1	253100008757
3-1	2025-02-19	1	253100008757
3-1	2025-01-22	1	253100009013
3-1	2025-02-19	1	253100009013
3-1	2025-01-22	3	253100009123, 253100009116, 253100009138
3-1	2025-02-19	1	253100009138
3-1	2025-01-22	1	253100008954
3-1	2025-02-19	1	253100008954
3-1	2025-01-22	1	253100009209
3-1	2025-02-19	1	253100009209
3-1	2025-01-22	1	253100009148
3-1	2025-02-19	1	253100009148
3-1	2025-01-22	1	253100009165
3-1	2025-02-19	1	253100009165
3-1	2025-01-22	1	253100009195
3-1	2025-02-19	1	253100009195
3-1	2025-01-22	1	253100009187
3-1	2025-02-19	1	253100009187
3-1	2025-01-29	1	253100010205
3-1	2025-02-19	1	253100010205
3-1	2025-01-22	1	253100009218
3-1	2025-02-19	1	253100009218
3-1	2025-01-29	4	253100010225, 253100010370, 253100010169, 253100010259
3-1	2025-02-19	1	253100010169
3-1	2025-01-29	2	253100010380, 253100010621
3-1	2025-02-05	1	253100010621
3-1	2025-01-29	4	253100010724, 253100010710, 253100010374, 253100010392
3-1	2025-02-19	1	253100010724
3-1	2025-01-29	1	253100010718
3-1	2025-02-19	1	253100010718
3-1	2025-01-29	2	253100010732, 253100010714
3-1	2025-02-19	1	253100010714
3-1	2025-01-29	1	253100010741
3-1	2025-02-19	1	253100010741
3-1	2025-03-19	1	253100010741
3-1	2025-04-02	1	253100010741
3-1	2025-01-29	1	253100010754
3-1	2025-02-19	1	253100010754
3-1	2025-01-29	8	253100010931, 253100010907, 253100011992, 253100010764, 253100011119, 253100010759, 253100011071, 253100010943
3-1	2025-02-05	1	253100011992
3-1	2025-01-29	8	253100011966, 253100012463, 253100012464, 253100012194, 253100012022, 253100012468, 253100012549, 253100011142
3-1	2025-02-19	1	253100012549
3-1	2025-01-29	5	253100012542, 253100012473, 253100012560, 253100012537, 253100012567
3-1	2025-02-19	1	253100012537
3-1	2025-02-05	1	253100012571
3-1	2025-01-29	2	253100012571, 253100012578
3-1	2025-02-05	1	253100012578
3-1	2025-01-29	3	253100012618, 253100012616, 253100012767
3-1	2025-02-19	1	253100012767
3-1	2025-01-29	4	253100012903, 253100012857, 253100012588, 253100012733
3-1	2025-02-19	1	253100012733
3-1	2025-01-29	5	253100012828, 253100015551, 253100015854, 253100015839, 253100015381
3-1	2025-02-19	1	253100015854
3-1	2025-01-29	3	253100016212, 253100016236, 253100015494
3-1	2025-02-19	1	253100016236
3-1	2025-01-29	8	253100016194, 253100016253, 253100016383, 253100016297, 253100016491, 253100016326, 253100016350, 253100016658
3-1	2025-02-19	1	253100016491
3-1	2025-01-29	10	253100017941, 253100016801, 253100018101, 253100017963, 253100016564, 253100018097, 253100016759, 253100016464, 253100016603, 253100017812
3-1	2025-02-19	1	253100018101
3-1	2025-01-29	1	253100018135
3-1	2025-02-19	1	253100018135
3-1	2025-01-29	1	253100017915
3-1	2025-02-19	1	253100017915
3-1	2025-01-29	2	253100018311, 253100017978
3-1	2025-02-19	1	253100017978
3-1	2025-01-29	5	253100018453, 253100018294, 253100018321, 253100018504, 253100018110
3-1	2025-02-19	1	253100018504
3-1	2025-01-29	3	253100018519, 253100018506, 253100018494
3-1	2025-02-19	1	253100018506
3-1	2025-03-12	1	253100018506
3-1	2025-03-27	1	253100018506
3-1	2025-04-30	1	253100018506
3-1	2025-01-29	4	253100018527, 253100018515, 253100018473, 253100018510
3-1	2025-02-19	1	253100018515
3-1	2025-01-29	1	253100018573
3-1	2025-02-12	1	253100018573
3-1	2025-01-29	2	253100018596, 253100018633
3-1	2025-02-05	2	253100019789, 253100019798
3-1	2025-01-29	1	253100018627
3-1	2025-02-05	3	253100019993, 253100019536, 253100019812
3-1	2025-02-20	1	253100019536
3-1	2025-03-05	1	253100019536
3-1	2025-03-19	1	253100019536
3-1	2025-02-05	12	253100020097, 253100020196, 253100020043, 253100020120, 253100020181, 253100020100, 253100020209, 253100020211, 253100020207, 253100020182, 253100020126, 253100020115
3-1	2025-02-12	1	253100020211
